"id","signup_date","loyalty","location","gender","age","favorite_movie_line","number_of_purchases","value_of_purchases","total_standard_points","total_points_redeemed","first_order_date","last_order_date","time_between_purchases","average_order_value","time_to_first_purchase"
4323,"2012-06-05","control","NY",NA,"oldish","If you build it, he will come.",6,12723,0,0,"2012-07-03","2013-07-06",66,2120.5,28
4324,"2012-06-05","enrolled","NY","B","young","You know how to whistle, don't you, Steve? You just put your lips together and blow.",3,7611,750,0,"2012-08-26","2013-12-11",184.666666666667,2537,82
4325,"2012-06-05","control",NA,NA,"youthful","We rob banks.",4,18010,0,0,"2012-09-17","2013-07-19",102.25,4502.5,104
4326,"2012-06-05","control","SF",NA,"oldish","Why don't you come up sometime and see me?",5,22965,0,0,"2013-03-02","2013-08-19",88,4593,270
4327,"2012-06-05","control",NA,"B","oldish","Soylent Green is people!",6,24746,0,0,"2012-06-18","2013-11-17",88.3333333333333,4124.33333333333,13
4328,"2012-06-05","control","NY",NA,"oldish",NA,42,102463,0,0,"2012-06-14","2013-12-29",13.6190476190476,2439.59523809524,9
4329,"2012-06-05","enrolled","LA",NA,"young","Snap out of it!",1,2395,230,0,"2013-10-11","2013-10-11",493,2395,493
4330,"2012-06-05","control","LA",NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
4331,"2012-06-05","enrolled",NA,"C","wise","Hello, gorgeous.",4,4095,390,0,"2013-01-03","2013-12-13",139,1023.75,212
4332,"2012-06-05","control",NA,"C","oldish",NA,3,6960,0,0,"2012-10-18","2013-11-18",177,2320,135
4333,"2012-06-05","enrolled",NA,"C","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
4334,"2012-06-05","enrolled",NA,NA,"youthful",NA,5,28239,2800,0,"2012-09-09","2013-12-07",110,5647.8,96
4335,"2012-06-05","enrolled","SF","D",NA,NA,3,7263,700,0,"2012-10-27","2013-10-28",170,2421,144
4336,"2012-06-05","enrolled",NA,NA,"oldish","E.T. phone home.",6,6069,580,0,"2012-07-23","2013-11-15",88,1011.5,48
4337,"2012-06-05","control",NA,NA,NA,NA,2,5027,0,0,"2013-10-03","2013-11-27",270,2513.5,485
4338,"2012-06-05","enrolled",NA,NA,"young",NA,3,2669,250,0,"2013-03-16","2013-08-18",146.333333333333,889.666666666667,284
4339,"2012-06-05","enrolled",NA,"C","oldish","A boy's best friend is his mother.",7,58765,5850,0,"2012-06-16","2013-12-19",80.2857142857143,8395,11
4340,"2012-06-05","control","SF","C","youthful",NA,2,6630,0,0,"2012-06-30","2013-09-11",231.5,3315,25
4341,"2012-06-05","control",NA,NA,"oldish",NA,2,8354,0,0,"2012-12-26","2013-05-11",170,4177,204
4342,"2012-06-05","enrolled","NY",NA,NA,NA,11,25082,2460,0,"2012-06-22","2013-09-15",42.4545454545455,2280.18181818182,17
4343,"2012-06-05","control","NY","B","oldish","One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",4,9913,0,0,"2012-06-11","2013-10-06",122,2478.25,6
4344,"2012-06-05","enrolled",NA,NA,"oldish","It's alive!  It's alive!",2,2474,240,0,"2012-11-22","2013-12-03",273,1237,170
4345,"2012-06-05","enrolled","NY",NA,"young","I have always depended on the kindness of strangers.",53,94258,9070,5000,"2012-06-06","2013-12-30",10.811320754717,1778.45283018868,1
4346,"2012-06-05","control",NA,NA,"young","I'm gonna make him an offer he can't refuse.",1,1201,0,0,"2013-09-08","2013-09-08",460,1201,460
4347,"2012-06-05","enrolled","NY",NA,NA,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",7,20050,1970,0,"2012-07-25","2013-12-09",78.8571428571429,2864.28571428571,50
4348,"2012-06-05","enrolled",NA,"A","young",NA,5,4186,380,0,"2012-06-22","2013-11-13",105.2,837.2,17
4349,"2012-06-05","control","NY","B","young",NA,64,49319,0,0,"2012-06-05","2013-12-25",8.875,770.609375,0
4350,"2012-06-06","control","NY","B","youthful","Life is a banquet, and most poor suckers are starving to death!",104,246623,0,0,"2012-06-09","2013-12-29",5.49038461538461,2371.375,3
4351,"2012-06-06","control",NA,NA,"youthful",NA,4,16851,0,0,"2012-11-25","2013-10-30",127.75,4212.75,172
4352,"2012-06-06","control",NA,NA,NA,"Open the pod bay doors, HAL.",3,2459,0,0,"2012-08-17","2013-09-21",157.333333333333,819.666666666667,72
4353,"2012-06-06","control",NA,NA,NA,NA,2,1922,0,0,"2012-09-29","2013-01-22",115,961,115
4354,"2012-06-06","control",NA,NA,NA,"Life is a banquet, and most poor suckers are starving to death!",4,6498,0,0,"2012-10-09","2013-08-05",106.25,1624.5,125
4355,"2012-06-06","enrolled",NA,"A","young","Who's on first.",5,2538,230,0,"2012-07-03","2013-08-21",88.2,507.6,27
4356,"2012-06-06","enrolled","NY","B","youthful","Wait a minute, wait a minute.  You ain't heard nothin' yet!",10,24037,2360,0,"2012-08-22","2013-12-26",56.8,2403.7,77
4357,"2012-06-06","enrolled","LA",NA,"youthful",NA,8,66909,6610,5000,"2012-07-04","2013-12-16",69.75,8363.625,28
4358,"2012-06-06","control","NY","D","youthful","I have always depended on the kindness of strangers.",2,6837,0,0,"2012-07-13","2012-09-01",43.5,3418.5,37
4359,"2012-06-06","control",NA,NA,"wise",NA,8,8805,0,0,"2012-06-26","2013-12-29",71.375,1100.625,20
4360,"2012-06-06","enrolled",NA,NA,NA,NA,5,5886,560,0,"2012-06-30","2013-06-01",72,1177.2,24
4361,"2012-06-06","control",NA,NA,NA,NA,6,9396,0,0,"2012-09-21","2013-12-03",90.8333333333333,1566,107
4362,"2012-06-06","enrolled","NY","D","youthful","You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",150,622553,61000,55000,"2012-06-07","2013-12-23",3.76666666666667,4150.35333333333,1
4363,"2012-06-06","enrolled","SF",NA,NA,NA,4,3963,370,0,"2012-06-15","2013-01-31",59.75,990.75,9
4364,"2012-06-06","control",NA,"D",NA,NA,61,295031,0,0,"2012-06-27","2013-12-16",9.14754098360656,4836.5737704918,21
4365,"2012-06-06","control","NY","A",NA,NA,7,21880,0,0,"2012-08-24","2013-12-26",81.1428571428571,3125.71428571429,79
4366,"2012-06-06","control",NA,NA,"young","You're gonna need a bigger boat.",2,1717,0,0,"2013-02-20","2013-04-02",150,858.5,259
4367,"2012-06-06","enrolled",NA,"C","youthful","I want to be alone.",17,61437,5990,5000,"2012-07-09","2013-11-26",31.6470588235294,3613.94117647059,33
4368,"2012-06-06","control",NA,NA,"young","You know how to whistle, don't you, Steve? You just put your lips together and blow.",1,533,0,0,"2012-12-31","2012-12-31",208,533,208
4369,"2012-06-06","control","LA","A","young","A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",1,420,0,0,"2013-05-26","2013-05-26",354,420,354
4370,"2012-06-06","enrolled",NA,NA,NA,"There's no place like home. ",2,4361,430,0,"2012-10-23","2013-10-26",253.5,2180.5,139
4371,"2012-06-06","control",NA,NA,NA,"Greed, for lack of a better word, is good.",4,6664,0,0,"2012-06-17","2013-11-17",132.25,1666,11
4372,"2012-06-06","control",NA,NA,NA,"A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",4,4055,0,0,"2012-11-28","2013-03-16",70.75,1013.75,175
4373,"2012-06-06","enrolled",NA,"D","wise","Here's looking at you, kid.",4,5301,510,0,"2012-09-23","2013-11-18",132.5,1325.25,109
4374,"2012-06-06","enrolled","LA","C","youthful","Greed, for lack of a better word, is good.",8,93507,9250,5000,"2012-08-23","2013-11-07",64.875,11688.375,78
4375,"2012-06-06","enrolled",NA,NA,"young",NA,4,7655,740,0,"2012-11-30","2013-04-03",75.25,1913.75,177
4376,"2012-06-06","enrolled","SF",NA,NA,NA,3,2733,260,0,"2012-09-08","2013-08-13",144.333333333333,911,94
4377,"2012-06-06","enrolled","SF","B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
4378,"2012-06-06","enrolled","SF","C","youthful","Rosebud.",4,18479,1840,0,"2012-08-26","2013-11-22",133.5,4619.75,81
4379,"2012-06-06","enrolled",NA,"D",NA,NA,48,131976,12870,10000,"2012-06-15","2013-12-20",11.7083333333333,2749.5,9
4380,"2012-06-06","control",NA,"A",NA,"Greed, for lack of a better word, is good.",1,5156,0,0,"2013-10-08","2013-10-08",489,5156,489
4381,"2012-06-07","control","NY","C",NA,"We'll always have Paris.",2,3321,0,0,"2013-01-01","2013-01-20",113.5,1660.5,208
4382,"2012-06-07","control","SF","D",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
4383,"2012-06-07","enrolled",NA,"C",NA,"I'll have what she's having.",12,30661,3010,0,"2012-08-06","2013-12-15",46.3333333333333,2555.08333333333,60
4384,"2012-06-07","control","SF",NA,"wise","Tell 'em to go out there with all they got and win just one for the Gipper.",29,21172,0,0,"2012-07-02","2013-12-27",19.5862068965517,730.068965517241,25
4385,"2012-06-07","control",NA,"B","youthful","Hello, gorgeous.",40,199052,0,0,"2012-06-19","2013-12-23",14.1,4976.3,12
4386,"2012-06-07","enrolled","LA",NA,"youthful","Elementary, my dear Watson.",49,270336,26580,20000,"2012-06-13","2013-12-27",11.5918367346939,5517.0612244898,6
4387,"2012-06-07","enrolled","NY",NA,NA,"Soylent Green is people!",4,3469,330,0,"2012-07-31","2013-04-11",77,867.25,54
4388,"2012-06-07","enrolled","SF","A","wise",NA,1,513,50,0,"2013-12-23","2013-12-23",564,513,564
4389,"2012-06-07","control","LA","C","youthful","It's alive!  It's alive!",32,269214,0,0,"2012-07-02","2013-12-08",17.15625,8412.9375,25
4390,"2012-06-07","control",NA,NA,"young","I'm as mad as hell, and I'm not going to take this anymore!",2,1259,0,0,"2012-08-07","2013-01-09",108,629.5,61
4391,"2012-06-07","enrolled",NA,"C",NA,NA,1,1559,150,0,"2013-04-07","2013-04-07",304,1559,304
4392,"2012-06-07","enrolled","SF","A",NA,"Go ahead, make my day.",45,51669,4940,0,"2012-06-14","2013-10-11",10.9111111111111,1148.2,7
4393,"2012-06-07","control","NY","D","wise",NA,1,61,0,0,"2012-07-30","2012-07-30",53,61,53
4394,"2012-06-07","control",NA,"C","youthful",NA,40,172498,0,0,"2012-06-15","2013-12-26",14.175,4312.45,8
4395,"2012-06-07","enrolled","LA",NA,"wise","Take your stinking paws off me, you damned dirty ape.",1,1765,170,0,"2013-09-30","2013-09-30",480,1765,480
4396,"2012-06-07","enrolled",NA,"D","oldish",NA,2,6387,630,0,"2013-07-05","2013-07-13",200.5,3193.5,393
4397,"2012-06-07","control",NA,"A","youthful","Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!",3,13645,0,0,"2013-01-12","2013-12-11",184,4548.33333333333,219
4398,"2012-06-07","control",NA,NA,NA,"Rosebud.",4,6129,0,0,"2012-07-18","2013-09-12",115.5,1532.25,41
4399,"2012-06-07","enrolled","NY","B","young",NA,2,4184,410,0,"2012-06-28","2013-11-01",256,2092,21
4400,"2012-06-07","control","SF",NA,NA,"Love means never having to say you're sorry.",3,604,0,0,"2012-06-09","2013-06-15",124.333333333333,201.333333333333,2
4401,"2012-06-07","enrolled",NA,"A","young","Toga!  Toga!",3,2127,190,0,"2012-11-08","2013-07-06",131.333333333333,709,154
4402,"2012-06-07","control","SF","D",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
4403,"2012-06-07","enrolled","SF",NA,"wise","After all, tomorrow is another day!",1,1030,100,0,"2012-10-05","2012-10-05",120,1030,120
4404,"2012-06-07","control","NY",NA,"oldish","Houston, we have a problem.",1,749,0,0,"2013-11-23","2013-11-23",534,749,534
4405,"2012-06-07","control","SF","B",NA,NA,1,1867,0,0,"2012-09-29","2012-09-29",114,1867,114
4406,"2012-06-07","control",NA,NA,NA,NA,39,88809,0,0,"2012-06-21","2013-12-18",14.3333333333333,2277.15384615385,14
4407,"2012-06-07","control","SF","A",NA,"Shane.  Shane.  Come back!",2,1523,0,0,"2012-12-01","2013-04-24",160.5,761.5,177
4408,"2012-06-07","enrolled","LA",NA,NA,NA,2,6117,600,0,"2012-07-06","2012-08-20",37,3058.5,29
4409,"2012-06-07","enrolled","SF",NA,NA,NA,2,2788,270,0,"2012-06-11","2013-04-15",156,1394,4
4410,"2012-06-08","control","SF",NA,"young",NA,2,2585,0,0,"2013-04-16","2013-08-24",221,1292.5,312
4411,"2012-06-08","control","LA","B","oldish","Sawyer, you're going out a youngster, but you've got to come back a star!",7,14298,0,0,"2012-08-07","2013-12-14",79.1428571428571,2042.57142857143,60
4412,"2012-06-08","control","SF",NA,NA,NA,3,3576,0,0,"2012-12-20","2013-01-26",77.3333333333333,1192,195
4413,"2012-06-08","control",NA,"D","young","Elementary, my dear Watson.",29,73716,0,0,"2012-07-16","2013-12-11",19,2541.93103448276,38
4414,"2012-06-08","control","LA","C",NA,NA,30,181055,0,0,"2012-06-21","2013-12-22",18.7333333333333,6035.16666666667,13
4415,"2012-06-08","enrolled","SF","B","youthful","Frankly, my dear, I don't give a damn.",34,145800,14310,10000,"2012-06-12","2013-12-12",16.2352941176471,4288.23529411765,4
4416,"2012-06-08","control",NA,NA,NA,NA,13,29059,0,0,"2012-10-05","2013-09-04",34.8461538461538,2235.30769230769,119
4417,"2012-06-08","control",NA,"B","youthful",NA,66,109329,0,0,"2012-07-08","2013-12-21",8.5,1656.5,30
4418,"2012-06-08","enrolled",NA,NA,NA,"They call me Mister Tibbs!",11,12765,1230,0,"2012-07-15","2013-08-30",40.7272727272727,1160.45454545455,37
4419,"2012-06-08","control","LA",NA,"wise","A boy's best friend is his mother.",15,21137,0,0,"2012-07-10","2013-12-13",36.8666666666667,1409.13333333333,32
4420,"2012-06-08","enrolled","SF",NA,"young",NA,2,2521,240,0,"2012-08-17","2013-07-23",205,1260.5,70
4421,"2012-06-08","control","NY","D",NA,"It's alive!  It's alive!",4,14362,0,0,"2012-11-21","2013-11-09",129.75,3590.5,166
4422,"2012-06-08","control","NY",NA,NA,"Greed, for lack of a better word, is good.",4,5064,0,0,"2012-08-11","2013-05-13",84.75,1266,64
4423,"2012-06-08","enrolled","SF",NA,"young",NA,59,53101,5020,5000,"2012-06-29","2013-12-27",9.61016949152542,900.016949152542,21
4424,"2012-06-08","enrolled","NY",NA,NA,"I'm the king of the world!",67,273097,26730,25000,"2012-06-08","2013-12-27",8.46268656716418,4076.07462686567,0
4425,"2012-06-08","control",NA,"A",NA,NA,5,5719,0,0,"2012-06-26","2013-08-12",86,1143.8,18
4426,"2012-06-08","control",NA,"A","youthful","You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",50,85321,0,0,"2012-06-09","2013-12-22",11.24,1706.42,1
4427,"2012-06-08","enrolled","NY",NA,"youthful","A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",135,850452,83590,80000,"2012-06-10","2013-12-28",4.20740740740741,6299.64444444444,2
4428,"2012-06-08","control",NA,NA,"wise","E.T. phone home.",2,3607,0,0,"2013-04-20","2013-07-19",203,1803.5,316
4429,"2012-06-08","enrolled","SF","C",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
4430,"2012-06-08","enrolled",NA,NA,"young","I'm as mad as hell, and I'm not going to take this anymore!",3,6906,680,0,"2012-09-15","2013-10-23",167.333333333333,2302,99
4431,"2012-06-08","enrolled",NA,"B","young",NA,8,7561,720,0,"2012-06-23","2013-07-15",50.25,945.125,15
4432,"2012-06-08","enrolled",NA,NA,NA,"Hello, gorgeous.",2,140,10,0,"2012-07-14","2013-10-25",252,70,36
4433,"2012-06-08","enrolled",NA,NA,"oldish",NA,6,9010,880,0,"2012-09-20","2013-10-04",80.5,1501.66666666667,104
4434,"2012-06-08","control","SF","A","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
4435,"2012-06-08","control","NY",NA,NA,NA,1,901,0,0,"2013-09-14","2013-09-14",463,901,463
4436,"2012-06-08","enrolled","NY",NA,"wise","All right, Mr. DeMille, I'm ready for my close-up.",2,3053,300,0,"2013-09-16","2013-09-27",238,1526.5,465
4437,"2012-06-08","control","NY",NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
4438,"2012-06-08","control",NA,"D","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
4439,"2012-06-08","control","LA","B",NA,NA,26,88114,0,0,"2012-06-24","2013-12-17",21.4230769230769,3389,16
4440,"2012-06-08","enrolled",NA,"A","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
4441,"2012-06-08","control",NA,"B","youthful","Fasten your seatbelts. It's going to be a bumpy night.",4,14927,0,0,"2012-08-13","2013-08-04",105.5,3731.75,66
4442,"2012-06-08","control","NY",NA,"wise","We'll always have Paris.",2,1521,0,0,"2012-10-03","2013-03-02",133.5,760.5,117
4443,"2012-06-08","enrolled","SF",NA,"oldish","It's alive!  It's alive!",4,6187,590,0,"2012-07-19","2013-08-11",107.25,1546.75,41
4444,"2012-06-08","enrolled",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
4445,"2012-06-08","enrolled","NY",NA,"young","Bond. James Bond.",31,30691,2900,0,"2012-06-12","2013-12-26",18.258064516129,990.032258064516,4
4446,"2012-06-08","enrolled","NY",NA,"young",NA,16,22840,2200,0,"2012-09-12","2013-12-05",34.0625,1427.5,96
4447,"2012-06-08","enrolled",NA,"D",NA,NA,76,214864,20910,20000,"2012-06-12","2013-12-28",7.47368421052632,2827.15789473684,4
4448,"2012-06-08","enrolled","LA","A",NA,NA,3,4378,410,0,"2013-06-17","2013-09-13",154,1459.33333333333,374
4449,"2012-06-08","enrolled","LA",NA,NA,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",6,52117,5180,0,"2012-06-16","2013-11-11",86.8333333333333,8686.16666666667,8
4450,"2012-06-09","control","NY","D","young",NA,74,91898,0,0,"2012-06-17","2013-12-28",7.66216216216216,1241.86486486486,8
4451,"2012-06-09","control","SF",NA,NA,"Gentlemen, you can't fight in here! This is the War Room!",3,7721,0,0,"2012-06-16","2013-10-18",165.333333333333,2573.66666666667,7
4452,"2012-06-09","enrolled","SF","D","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
4453,"2012-06-09","control",NA,NA,"youthful","Say ""hello"" to my little friend!",10,13156,0,0,"2012-07-20","2013-12-04",54.3,1315.6,41
4454,"2012-06-09","enrolled","LA",NA,"oldish","Of all the gin joints in all the towns in all the world, she walks into mine.",7,43438,4310,0,"2012-07-07","2013-08-02",59.8571428571429,6205.42857142857,28
4455,"2012-06-09","control","NY",NA,"youthful",NA,8,28330,0,0,"2013-01-26","2013-12-24",70.375,3541.25,231
4456,"2012-06-09","control",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
4457,"2012-06-09","enrolled",NA,NA,NA,NA,5,22867,2250,0,"2012-10-29","2013-06-02",71.6,4573.4,142
4458,"2012-06-09","enrolled",NA,"A","young",NA,4,1579,140,0,"2012-09-02","2013-09-15",115.75,394.75,85
4459,"2012-06-09","enrolled","SF","D","oldish",NA,8,15949,1550,0,"2012-07-25","2013-12-10",68.625,1993.625,46
4460,"2012-06-09","enrolled","LA",NA,"oldish","Greed, for lack of a better word, is good.",4,4889,470,0,"2012-07-01","2013-08-23",110,1222.25,22
4461,"2012-06-09","control","NY","B",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
4462,"2012-06-09","control",NA,NA,NA,NA,1,1570,0,0,"2013-03-05","2013-03-05",269,1570,269
4463,"2012-06-09","enrolled",NA,NA,"youthful","Made it, Ma! Top of the world!",17,143701,14180,10000,"2012-06-16","2013-10-28",29.7647058823529,8453,7
4464,"2012-06-09","control","NY","C","oldish",NA,103,345581,0,0,"2012-06-16","2013-12-26",5.48543689320388,3355.15533980583,7
4465,"2012-06-09","enrolled","LA","B","wise",NA,2,4491,440,0,"2012-12-25","2013-09-20",234,2245.5,199
4466,"2012-06-09","enrolled",NA,"D",NA,NA,2,1917,190,0,"2012-09-25","2012-10-03",58,958.5,108
4467,"2012-06-09","enrolled","SF",NA,NA,NA,82,222903,21710,20000,"2012-06-20","2013-12-16",6.76829268292683,2718.32926829268,11
4468,"2012-06-09","enrolled",NA,"A","wise",NA,1,1672,160,0,"2013-09-01","2013-09-01",449,1672,449
4469,"2012-06-09","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
4470,"2012-06-09","control",NA,NA,NA,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",1,1850,0,0,"2013-08-26","2013-08-26",443,1850,443
4471,"2012-06-09","enrolled","LA","C",NA,"After all, tomorrow is another day!",2,9315,920,0,"2013-06-06","2013-12-07",273,4657.5,362
4472,"2012-06-09","control","LA","D","oldish",NA,3,24531,0,0,"2012-07-23","2013-10-21",166.333333333333,8177,44
4473,"2012-06-09","control",NA,"C","oldish",NA,4,12508,0,0,"2012-08-16","2013-12-01",135,3127,68
4474,"2012-06-09","control","NY","A",NA,"My precious.",2,2992,0,0,"2012-08-27","2013-01-29",117,1496,79
4475,"2012-06-09","control",NA,NA,"wise",NA,1,565,0,0,"2012-09-10","2012-09-10",93,565,93
4476,"2012-06-10","control","LA",NA,"oldish",NA,28,41239,0,0,"2012-07-15","2013-12-07",19.4642857142857,1472.82142857143,35
4477,"2012-06-10","control",NA,"D",NA,NA,21,37290,0,0,"2012-06-25","2013-12-21",26.6190476190476,1775.71428571429,15
4478,"2012-06-10","control",NA,NA,NA,NA,11,25674,0,0,"2012-07-04","2013-11-26",48.5454545454545,2334,24
4479,"2012-06-10","enrolled","LA","D",NA,NA,11,63081,6200,5000,"2012-06-10","2013-11-28",48.7272727272727,5734.63636363636,0
4480,"2012-06-10","control","LA",NA,"oldish","You can't handle the truth!",4,6207,0,0,"2012-10-18","2013-12-07",136.25,1551.75,130
4481,"2012-06-10","enrolled","NY","C","wise","We rob banks.",4,10160,1000,0,"2012-08-05","2013-10-15",123,2540,56
4482,"2012-06-10","control",NA,"D",NA,NA,9,45925,0,0,"2012-07-07","2013-12-19",61.8888888888889,5102.77777777778,27
